danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre_Anime,track_genre_Blues,track_genre_Dance,track_genre_Electronic,track_genre_Hip-Hop,track_genre_Pop,track_genre_R&B,track_genre_Rock,track_genre_World,mode_0,mode_1,key_0,key_1,key_2,key_4,key_6,key_7,key_8,key_9,key_11,track_genre_Soundtrack,track_genre_Opera,track_genre_Soul,track_genre_Indie,track_genre_Alternative,track_genre_Country,track_genre_Folk,track_genre_Classical,track_genre_Reggaeton,track_genre_Jazz,track_genre_Reggae,key_3,key_5,key_10
0.4719852851373196,0.7129096584293946,-6.828162501818037,0.05971276504488469,0.09656029976982815,0.11646498724049241,0.29195284067119487,0.30598978027445245,135.94842115428523,3.627763190564134,0.03590635686067107,0.03588593198112286,0.035894887369802286,0.6052367720610973,0.07181063763437229,0.035863529139713385,0.03590572148959147,0.03588836061897822,0.10760780284465137,0.10319414461060747,0.8968058553893926,0.10305848293614485,0.13897522955142008,0.13908607537024228,0.06724600469686,0.07177429260010107,0.06723031843522788,0.10314099808771722,0.17041462882610003,0.1390739694961867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
