id,artists,track_name,track_id,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
91434,Blur,The Universal,0qmCWYu7hOvriyuqXfPw7I,56,240120,0.317,0.571,9,-7.669,1,0.0283,0.158,2.95e-06,0.0848,0.234,163.036,3.0,Electronic
92122,Blur,Parklife,3mqRLlD9j92BBv1ueFhJ1l,56,187040,0.634,0.877,4,-6.905,1,0.0607,0.152,0.0,0.328,0.749,138.388,4.0,Electronic
92505,Blur,End of a Century - 2012 Remaster,4em17FyyrOE8Miw8rJwJhn,50,165840,0.446,0.686,7,-7.348,1,0.0303,0.211,0.0,0.205,0.493,80.571,4.0,Electronic
92561,Blur,To the End - 2012 Remaster,7u8yddev0YnNFGkZoP8X2t,48,244600,0.524,0.634,2,-8.968,1,0.0249,0.0166,6.78e-05,0.0895,0.634,96.289,4.0,Electronic
92569,Blur,Out of Time,4JMEhtQ4qQ5mwN7eTLpDpG,51,233373,0.529,0.455,0,-8.603,1,0.0274,0.0424,0.00364,0.364,0.318,138.678,4.0,Electronic
92827,Blur,Lonesome Street,2BSDAVUzzQP7wpvcDybmsP,48,262720,0.661,0.932,4,-5.092,1,0.0659,0.186,0.000378,0.0789,0.379,101.012,4.0,Electronic
92902,Blur,Country House - 2012 Remastered Version,6L4fEE9awoUnSEy1bmQebb,54,236960,0.331,0.885,9,-6.606,1,0.0924,0.205,0.0,0.123,0.589,175.294,4.0,Electronic
92924,Blur,Beetlebum,0cXm3QqepHVzXKdm73sqkl,50,305147,0.487,0.648,0,-5.14,1,0.0278,0.0351,0.000195,0.266,0.703,89.571,4.0,Electronic
92964,Blur,Country House,4vnYwFOZCVl0bmerWyuzRw,53,237733,0.341,0.894,9,-6.66,1,0.0765,0.147,0.0,0.0741,0.672,174.982,4.0,Electronic
93022,Blur,Ice Cream Man,3nFmJyWPkhZuweqj1WkTCm,44,205200,0.721,0.635,9,-7.111,0,0.0312,0.425,0.32,0.127,0.683,78.997,4.0,Electronic
93851,Earl Sweatshirt,Hoarse,49aTv96mDjvlDb74XvVSc9,43,232373,0.674,0.874,0,-7.017,1,0.29,0.159,0.00639,0.0945,0.101,139.95,4.0,Alternative
102339,Blur,Girls and Boys - 2012 Remaster,2qrL1YF9aA865b6SKhLZ78,47,291200,0.688,0.936,7,-6.658,0,0.0377,0.0138,0.0,0.068,0.924,120.135,4.0,Electronic
102560,Blur,My Terracotta Heart,5Z5noK2zThdqltHpmTyxSH,43,245027,0.806,0.633,9,-6.089,0,0.0314,0.434,0.000474,0.129,0.64,124.999,4.0,Electronic
102635,Blur,Ong Ong,0lWu1wRAegvbC6Wb0jYKfA,45,188800,0.661,0.809,0,-4.584,1,0.0248,0.134,2.7e-05,0.107,0.949,96.01,4.0,Electronic
102761,Blur,Good Song,75WFyYrXPMAWyN6jOBB7IC,38,187680,0.652,0.493,5,-9.113,1,0.0289,0.212,0.538,0.188,0.723,168.554,4.0,Electronic
102860,Blur,Charmless Man,1lYOlG9ZNtz5p3eSgnMn0Z,49,213600,0.524,0.892,9,-6.092,1,0.0426,0.00597,0.0,0.0538,0.789,116.6,4.0,Electronic
103317,Blur,Go Out,5b8FvZT5IGWi2ilQZxXkZR,44,280052,0.625,0.936,9,-3.357,0,0.0439,0.00578,0.0,0.146,0.644,119.985,4.0,Electronic
103641,Blur,Thought I Was A Spaceman,1YXGC7MQQCuPcyAfnSbK2p,42,376213,0.655,0.649,0,-8.377,1,0.03,0.261,0.659,0.0929,0.331,110.03,4.0,Electronic
103696,Blur,There's No Other Way - Single Version,2qw5UTkURUArvay7phtq8U,46,193960,0.581,0.92,2,-6.923,1,0.0447,0.128,4.57e-06,0.175,0.633,111.943,4.0,Electronic
103697,Blur,The Universal - 2012 Remastered Version,63G27PTar9LZQgKU2BKjx9,48,238520,0.335,0.546,9,-8.33,1,0.0272,0.181,1.98e-06,0.0928,0.266,163.511,3.0,Electronic
103903,Blur,There's No Other Way - 2012 Remastered Version,7qk4uPeLpaKhp8lwas1sBb,44,204867,0.575,0.937,2,-5.858,1,0.0496,0.0563,1.06e-05,0.178,0.634,112.045,4.0,Electronic
104657,Blur,Tracy Jacks - 2012 Remaster,0hgHxwMSUZjufTdQJNuaim,41,259627,0.636,0.86,4,-5.767,1,0.0425,0.0977,0.0,0.127,0.346,121.508,4.0,Electronic
104664,Blur,Coffee and TV - Radio Edit,0vcxj1GSw3uV931zdI3ZDj,44,318973,0.735,0.778,1,-8.427,0,0.0367,0.0348,0.186,0.082,0.965,121.61,4.0,Electronic
104691,Blur,Chemical World (Including 'Intermission') - 2012 Remastered Version,1JVsEciUZKtji9oAC9LMz1,38,393760,0.312,0.816,2,-7.527,1,0.0473,0.0372,8.53e-05,0.159,0.551,140.744,4.0,Electronic
104713,Blur,London Loves - 2012 Remaster,78tsvl0m7A0F9UjEwv3POL,40,255453,0.791,0.698,11,-6.765,0,0.0365,0.0696,0.00206,0.166,0.788,120.468,4.0,Electronic
104765,Blur,Sing - 2012 Remastered Version,7d1dGY0j55oqOmJFAdmQlR,42,360973,0.375,0.658,9,-7.601,0,0.0331,0.0232,0.802,0.0958,0.506,148.051,4.0,Electronic
104951,Blur,There Are Too Many Of Us,44PQEofvkk0Ul7M6ZDsOGS,41,265494,0.716,0.631,4,-5.274,0,0.0259,0.067,0.427,0.115,0.754,110.027,4.0,Electronic
104978,Blur,New World Towers,0VNLvVaS0Njds7K6kD1iss,40,243627,0.679,0.517,9,-8.083,0,0.0311,0.796,0.000101,0.0843,0.402,124.926,4.0,Electronic
105216,Blur,No Distance Left To Run,0SaRvx9eYudSCQYNjuCQKX,39,208267,0.419,0.208,7,-14.751,1,0.0339,0.722,0.0318,0.108,0.108,148.07,3.0,Electronic
105264,Blur,She's So High - 2012 Remastered Version,7lLtUEHB8WbrlwFrot8zG5,38,286173,0.459,0.859,7,-6.983,1,0.0271,0.00078,0.000342,0.226,0.672,94.505,4.0,Electronic
105352,Blur,You're So Great - 2012 Remastered Version,7x6FZTgWolJs8e2cHfeUbR,39,215773,0.501,0.723,11,-9.792,1,0.0356,0.778,0.78,0.342,0.637,133.196,4.0,Electronic
105627,Blur,Pyongyang,1IJvO4FVyfi7SenbjCwJ26,38,347160,0.56,0.649,1,-5.515,1,0.0254,0.0619,0.201,0.321,0.227,97.51,4.0,Electronic
106188,Blur,Country Sad Ballad Man - 2012 Remastered Version,5xmx7M5W64Na5DEVqX0V2I,38,290280,0.661,0.511,0,-8.948,1,0.0312,0.0275,0.517,0.275,0.577,97.959,4.0,Electronic
106342,Blur,I Broadcast,3ALyID6n3ZmzxchhiYA4o2,38,171747,0.64,0.981,7,-3.757,1,0.0764,0.0467,0.000959,0.263,0.689,140.012,4.0,Electronic
106344,Blur,End of a Century,38P9wcqc8ntgjgybw63R9L,43,166933,0.452,0.644,7,-8.013,1,0.0276,0.192,0.0,0.201,0.514,81.586,4.0,Electronic
106419,Blur,Badhead - 2012 Remaster,11rOwWuMAoucTDo6PQA9ny,38,205773,0.543,0.616,7,-8.711,1,0.0266,0.0535,0.000335,0.555,0.45,111.079,4.0,Electronic
106527,Blur,No Distance Left to Run,3VqOi6yIx3eB8BkQaVWBeA,41,208267,0.419,0.208,7,-14.751,1,0.0339,0.722,0.0318,0.108,0.108,148.07,3.0,Electronic
