acousticness,danceability,duration_ms,energy,instrumentalness,key_0,key_1,key_10,key_11,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,liveness,loudness,mode_0,mode_1,popularity,speechiness,tempo,time_signature,track_genre_Alternative,track_genre_Anime,track_genre_Blues,track_genre_Classical,track_genre_Country,track_genre_Dance,track_genre_Electronic,track_genre_Folk,track_genre_Hip-Hop,track_genre_Indie,track_genre_Jazz,track_genre_Opera,track_genre_Pop,track_genre_R&B,track_genre_Reggae,track_genre_Reggaeton,track_genre_Rock,track_genre_Soul,track_genre_Soundtrack,track_genre_World,valence
0.3200624132075472,0.519,245890.3396226415,0.5913241509433962,0.1280114237735849,0.20754716981132076,0.1509433962264151,0.03773584905660377,0.07547169811320754,0.07547169811320754,0.018867924528301886,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.03773584905660377,0.09433962264150944,0.2393433962264151,-9.09611320754717,0.18867924528301888,0.8113207547169812,47.339622641509436,0.09165471698113208,109.89550943396226,3.8679245283018866,0.07547169811320754,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.0,0.07547169811320754,0.03773584905660377,0.16981132075471697,0.18867924528301888,0.018867924528301886,0.03773584905660377,0.0,0.05660377358490566,0.0,0.0,0.0,0.11320754716981132,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.44838679245283014
