acousticness,danceability,duration_ms,energy,instrumentalness,key_0,key_1,key_10,key_11,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,liveness,loudness,mode_0,mode_1,popularity,speechiness,tempo,time_signature,track_genre_Alternative,track_genre_Anime,track_genre_Blues,track_genre_Classical,track_genre_Country,track_genre_Dance,track_genre_Electronic,track_genre_Folk,track_genre_Hip-Hop,track_genre_Indie,track_genre_Jazz,track_genre_Opera,track_genre_Pop,track_genre_R&B,track_genre_Reggae,track_genre_Reggaeton,track_genre_Rock,track_genre_Soul,track_genre_Soundtrack,track_genre_World,valence
0.025086956521739135,0.04391304347826087,10132.521739130434,0.029086956521739128,0.0014045,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.009391304347826089,-0.6449130434782608,0.0,0.06521739130434782,3.1956521739130435,0.0021456521739130438,8.466,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0393695652173913
