id,artists,track_name,track_id,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
136009,Blood Orange,Family,5tKfFMLrqjLHZWBTXgtc79,48,41878,0.277,0.414,7,-15.094,1,0.165,0.0834,6.98e-06,0.77,0.704,183.359,4.0,R&B
136024,Blood Orange,I'm Sorry We Lied,7CZVRcSQovpWUtG8FeDqMU,44,240173,0.676,0.744,2,-9.43,1,0.0404,0.000589,0.0222,0.0869,0.653,158.585,4.0,R&B
136303,Blood Orange,Smoke,1sFqfjMzxrwyvhL8785yUL,47,213027,0.586,0.225,0,-13.204,1,0.0528,0.771,2.03e-05,0.147,0.236,82.248,4.0,R&B
136346,Blood Orange,Uncle ACE,0Cn4UhpHhgf88eWaS9nn5u,46,256693,0.742,0.945,5,-6.445,1,0.0428,0.0639,0.165,0.131,0.742,112.977,4.0,R&B
136437,Blood Orange,Chosen,0AHJWgA2mLYz2iFVwbCeod,46,404480,0.57,0.845,0,-6.234,1,0.0766,0.023,0.0845,0.113,0.19,172.041,4.0,R&B
136438,Blood Orange,Hands Up,1UdR2sWnDBRd3m0YxZRkMG,47,249269,0.706,0.568,11,-9.797,0,0.0596,0.063,0.00138,0.119,0.554,134.014,4.0,R&B
136619,Blood Orange,Desirée,0A6Ex80dxSp8JP545CR34i,46,180638,0.422,0.812,9,-7.025,0,0.176,0.446,0.000269,0.373,0.657,118.003,4.0,R&B
136842,Blood Orange,S'Cooled,2E86wsb6EBpsxhUAeAy6UC,41,190267,0.752,0.58,7,-10.13,1,0.0388,0.000529,0.415,0.161,0.627,105.233,4.0,R&B
137262,Blood Orange,Minetta Creek,7Kt7c9Q2B7hSyiTZvGQ37D,48,118051,0.761,0.556,6,-9.999,1,0.0483,0.104,0.912,0.105,0.905,129.578,4.0,R&B
137276,Blood Orange,On the Line,0geNERhyAP47qUaTaRz2o0,44,307280,0.775,0.487,0,-8.443,1,0.0371,0.187,0.0167,0.116,0.434,120.026,4.0,R&B
138451,Blood Orange,Hadron Collider,0sZBuwbeKsauQvnOuSRypq,44,223951,0.675,0.471,9,-10.079,0,0.044,0.202,0.0222,0.267,0.24,112.02,4.0,R&B
138642,Blood Orange,The Complete Knock,2ITzT4yyV0zs0A9S3c2UXT,38,303533,0.609,0.48,6,-12.218,0,0.0359,0.00138,0.41,0.138,0.75,119.455,4.0,R&B
139346,Childish Gambino,Pop Thieves (Make It Feel Good),77hL9s5AHzOhgXFxbLCdv1,55,309480,0.489,0.83,5,-8.546,0,0.0703,0.0755,1.15e-05,0.105,0.0741,104.815,4.0,Hip-Hop
139347,Childish Gambino,Les,0mCVNGC4Vvb6gDDQrDpaRh,52,317293,0.524,0.674,1,-7.038,0,0.0895,0.00654,9.3e-05,0.221,0.128,102.901,4.0,Hip-Hop
139483,Childish Gambino,I. Pink Toes,1o18SV1lvB4oO6fLquctDS,52,207067,0.409,0.619,7,-9.512,1,0.091,0.0598,0.000223,0.575,0.347,79.579,4.0,Hip-Hop
139513,Childish Gambino,Baby Boy,2qbw3lSGERDdUawZ736wmN,56,382093,0.535,0.393,2,-7.72,0,0.036,0.131,0.507,0.0658,0.715,199.959,3.0,Hip-Hop
139551,Childish Gambino,My Shine,146EkdID2XSngct4gG8NQl,54,212664,0.435,0.872,0,-6.944,1,0.232,0.283,0.0,0.197,0.292,157.593,4.0,Hip-Hop
139572,Childish Gambino,Be Alone,5lFbGMt9ZYPvnWvWeimvkW,54,280687,0.378,0.545,2,-12.575,0,0.112,0.405,0.0,0.0922,0.329,155.166,4.0,Hip-Hop
139650,Childish Gambino,You See Me,6Rs79BpoJYdQpbMXP41I3B,51,195373,0.672,0.804,2,-6.685,1,0.534,0.048,0.0,0.0831,0.686,69.748,4.0,Hip-Hop
139683,Childish Gambino,I. Flight of the Navigator,5k8eNtmqlKe21qjIFIp1Du,51,344143,0.304,0.668,1,-10.739,0,0.0439,0.0539,0.141,0.128,0.166,79.319,4.0,Hip-Hop
139714,Childish Gambino,Have Some Love,3baESV24ilV6meyqLUh0WU,55,224253,0.783,0.782,9,-7.003,1,0.0843,0.0171,0.0261,0.682,0.935,148.21,4.0,Hip-Hop
139723,Childish Gambino,II. Shadows,074OTSJiAus6qfpGKx3IJP,51,231746,0.606,0.727,1,-9.802,1,0.194,0.0878,0.0301,0.332,0.379,116.312,4.0,Hip-Hop
139767,Childish Gambino,We Ain't Them,5D8Uht0XrBMINxQ5v1xCJP,54,193213,0.474,0.73,1,-9.061,0,0.317,0.188,0.0,0.106,0.26,100.079,4.0,Hip-Hop
139772,Childish Gambino,The Palisades,7dI2aYLZuGZYLcxVOtL3pq,53,190915,0.738,0.661,8,-7.006,1,0.0566,0.0059,3.8e-06,0.149,0.443,100.071,4.0,Hip-Hop
139846,Childish Gambino,Fire Fly,2Wd1jxXCTPhDCy2GMPC9fB,51,203053,0.673,0.887,11,-4.121,0,0.22,0.146,0.0,0.272,0.484,87.484,4.0,Hip-Hop
140028,Childish Gambino,Sunrise,79wnZenDjYupQIDHLtHRue,51,219840,0.546,0.695,7,-6.374,1,0.0454,0.011,0.0,0.0713,0.182,79.932,4.0,Hip-Hop
140234,Childish Gambino,Zombies,3rBOkpPCniY6AxOIavGGsg,53,281813,0.64,0.394,0,-12.706,1,0.152,0.504,0.00157,0.0671,0.477,159.956,4.0,Hip-Hop
140431,Childish Gambino,III. Urn,08l1JURDZhRhQsOM1OTL8w,50,73387,0.594,0.445,0,-12.759,0,0.073,0.623,0.00235,0.0731,0.399,140.034,4.0,Hip-Hop
140591,Childish Gambino,Boogieman,0SunFlwqT44E0BU0yrgM7u,53,216840,0.714,0.753,7,-8.64,1,0.0876,0.0963,0.194,0.206,0.64,88.027,4.0,Hip-Hop
140648,Childish Gambino,II. Earth: The Oldest Computer (The Last Night),3KJ9YerG9YWIK4xEgi4AM8,49,282418,0.562,0.688,2,-7.247,1,0.0507,0.00435,0.000186,0.047,0.124,139.895,4.0,Hip-Hop
140849,Childish Gambino,III. Life: The Biggest Troll [Andrew Auernheimer],4lLR5MdqQx2d2jS0VEScUW,49,342049,0.52,0.61,1,-7.798,1,0.219,0.0179,0.0,0.111,0.523,80.101,4.0,Hip-Hop
140893,Childish Gambino,I. The Party,6men4y6a8QuGtE5qkFkOgR,49,91292,0.508,0.567,6,-11.415,1,0.347,0.153,0.00446,0.139,0.389,146.303,4.0,Hip-Hop
141285,Childish Gambino,Riot,3YxunxpAExKBEvhuf7wQOK,51,125120,0.498,0.942,5,-6.664,1,0.07,0.000225,8.7e-06,0.41,0.6,91.358,4.0,Hip-Hop
141419,Childish Gambino,II. No Exit,4UcvB6ncHwHKIrIvzDYoOo,48,171779,0.698,0.554,10,-9.499,0,0.392,0.702,0.00203,0.195,0.176,92.153,4.0,Hip-Hop
141877,Childish Gambino,All The Shine,7iSlHsDWlZxSHt5igejoc6,47,346013,0.34,0.579,0,-8.054,0,0.133,0.0217,0.000132,0.15,0.362,80.077,4.0,Hip-Hop
142067,Childish Gambino,Backpackers,5NHrileSKnB4rAhuvsl46i,47,195640,0.545,0.851,5,-6.095,0,0.429,0.296,0.0,0.0821,0.586,170.419,4.0,Hip-Hop
142232,Childish Gambino,Kids,7bVFBtEO81LmuOWDm62tdK,46,297933,0.68,0.468,9,-11.128,1,0.0947,0.0311,0.0,0.207,0.348,84.994,4.0,Hip-Hop
142315,Childish Gambino,Poke,7jGmjNPjLuMwWtcVteKKVF,48,216093,0.447,0.757,11,-6.045,0,0.191,0.0149,0.0,0.0666,0.565,150.103,4.0,Hip-Hop
142321,Childish Gambino,That Power,2HI4QQQDjKde4ua1lbkFcN,46,462253,0.42,0.676,4,-7.334,0,0.18,0.111,0.0,0.157,0.689,82.166,4.0,Hip-Hop
142426,Childish Gambino,V. 3005 - Beach Picnic Version,7xE37ctm10lifJZpmFLlX7,49,225867,0.561,0.431,8,-9.53,1,0.0444,0.0108,0.202,0.117,0.132,165.854,4.0,Hip-Hop
142672,Childish Gambino,Late Night In Kauai,2rEdmsqaSMd4Ci7oH0tMbH,49,289987,0.785,0.408,7,-14.379,1,0.294,0.757,0.249,0.109,0.318,91.864,4.0,Hip-Hop
143848,Radiohead,Daydreaming,1uRxyAup7OYrlh2SHJb80N,60,384439,0.299,0.263,9,-13.207,0,0.0323,0.968,0.857,0.126,0.113,137.848,3.0,Indie
167162,Radiohead,Codex,4sLGaMl33I6mcsk7u4xHAU,56,287067,0.327,0.128,2,-17.536,0,0.0301,0.841,0.76,0.13,0.0648,58.993,4.0,Indie
216444,Radiohead,The Bends,7oDFvnqXkXuiZa1sACXobj,62,246200,0.23,0.755,7,-8.065,1,0.0658,0.0115,0.141,0.363,0.312,91.608,4.0,Alternative
216541,Radiohead,Everything In Its Right Place,2kRFrWaLWiKq48YYVdGcm8,70,251427,0.296,0.463,5,-11.412,0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,5.0,Alternative
216548,The Smashing Pumpkins,Sweet Sweet - 2011 Remaster,7IsyTTRAeycKTlD0Outk4l,45,98680,0.371,0.315,0,-10.443,1,0.0274,0.00363,0.476,0.164,0.21,98.547,4.0,Soundtrack
216562,The Smashing Pumpkins,By Starlight - Remastered 2012,56z8HT2VyKL2nTg0Q3URPb,42,288120,0.382,0.352,0,-11.76,1,0.025,0.00919,0.85,0.249,0.108,104.536,4.0,Soundtrack
216564,Radiohead,Blow Out,5XpcTQlNnfIQbiWE4hvYo7,59,282067,0.271,0.719,11,-10.739,0,0.0553,0.000469,0.386,0.24,0.275,141.537,4.0,Rock
216566,Radiohead,4 Minute Warning,3HPLfZhQUds6N6tZ4WiApn,46,244285,0.532,0.303,9,-13.076,1,0.0311,0.587,0.0657,0.111,0.225,124.157,4.0,Folk
216574,Radiohead,How Can You Be Sure?,5XWQbn983vCOtgVdnt5pqG,43,261947,0.44,0.416,4,-13.792,1,0.0261,0.294,0.627,0.115,0.381,77.192,4.0,Folk
216609,Radiohead,Lift,7xztI3ccyUdEYqKYABkMQM,55,246840,0.311,0.546,4,-7.752,1,0.0297,0.00226,0.843,0.108,0.158,156.64,4.0,Alternative
216610,Radiohead,Let Down,2fuYa3Lx06QQJAm0MjztKr,70,299560,0.351,0.676,9,-9.017,1,0.0313,0.000121,0.113,0.18,0.143,102.46,4.0,Rock
216611,Radiohead,Man of War,5HtNvKihacAXt34DDYYxBC,59,269093,0.273,0.473,9,-7.614,0,0.0264,0.0131,0.0672,0.0802,0.141,149.115,4.0,Alternative
216813,Childish Gambino,Me and Your Mama,4AFsRbaLKRWo3dDtjDFA2V,80,379227,0.545,0.442,5,-12.111,1,0.0352,0.0104,0.0271,0.0664,0.242,118.073,3.0,Hip-Hop
216814,Childish Gambino,Redbone,0WtDGnWL2KrMCk0mI1Gpwz,82,326933,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,4.0,Hip-Hop
216815,Childish Gambino,III. Urn,1wYIv0ySOwjMFWLOtrgtbo,72,73387,0.59,0.446,0,-12.759,0,0.0731,0.621,0.00235,0.0731,0.399,140.081,4.0,Hip-Hop
217034,The Smashing Pumpkins,1979 - Remastered 2012,5QLHGv0DfpeXLNFo7SFEy1,77,266200,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,4.0,Electronic
217109,Radiohead,Bangers + Mash,0Hnik88ryug02UaEOTiXrE,49,199502,0.637,0.98,9,-4.981,0,0.115,0.0303,0.000913,0.601,0.65,135.993,4.0,Electronic
217151,The Smiths,Girl Afraid - 2011 Remaster,38ZW90yqTca2NYmh3uy4xV,47,166320,0.406,0.926,9,-4.875,1,0.0447,0.000108,0.0136,0.125,0.911,175.92,4.0,Alternative
217158,The Smiths,Unloveable - 2017 Master,14WNN9XlshGSckMBNcP6Ez,59,235707,0.624,0.516,2,-7.673,1,0.0227,0.0521,0.255,0.0454,0.631,97.234,4.0,Folk
217165,The Smiths,I Won't Share You - 2011 Remaster,3kLE2Jsxeb3W2bhx82bPlb,59,173560,0.515,0.378,7,-11.032,1,0.0277,0.22,0.0,0.0404,0.436,92.228,4.0,Folk
217524,Radiohead,Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,60,200483,0.112,0.13,7,-16.128,1,0.0347,0.921,0.706,0.13,0.0427,90.835,4.0,Soundtrack
217554,Radiohead,True Love Waits - Live in Oslo,62SvkbQm1wMS6KZtbtls1V,53,304920,0.298,0.483,5,-8.822,1,0.0358,0.455,0.00298,0.69,0.0642,164.299,4.0,Folk
217602,Radiohead,Daydreaming,1Rd5OVjqDAr5xC96MHt448,59,384439,0.214,0.263,9,-13.207,0,0.0336,0.968,0.853,0.126,0.113,137.561,3.0,Soundtrack
217775,Radiohead,Gagging Order,65Qe2BvSSTOEC9ElDw3JgP,47,216000,0.306,0.267,10,-13.797,1,0.0291,0.847,0.305,0.114,0.168,160.331,4.0,Folk
217866,Radiohead,Black Star,6UO72VSXEONxdfLyABihs9,68,247040,0.289,0.555,7,-7.434,1,0.0402,0.00312,0.0496,0.27,0.306,158.671,4.0,Alternative
217867,Radiohead,(Nice Dream),1tZcw7GtIqviL32bzaKdSo,62,233227,0.263,0.566,9,-11.075,1,0.0344,0.163,0.261,0.225,0.375,172.851,3.0,Alternative
218072,The Strokes,Someday,5PMNuabTV5BaTahIawahcp,0,187133,0.549,0.531,9,-7.461,1,0.0302,0.00332,1.26e-06,0.168,0.692,106.027,4.0,Soundtrack
218104,The Smiths,What Difference Does It Make? - 2011 Remaster,3rzYUfyzdZW96cHXnGn1xI,60,229867,0.383,0.888,1,-6.503,0,0.037,0.000492,0.000174,0.0479,0.393,163.23,4.0,Rock
218130,Childish Gambino,Heartbeat,0zo4aX57COch7Wh3NRImTM,82,269840,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,4.0,Hip-Hop
218279,Radiohead,Just,1dyTcli07c77mtQK3ahUZR,73,234800,0.291,0.767,7,-6.913,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,4.0,Rock
218315,Radiohead,Life In a Glasshouse,5xJc58mBWz68WhwU2n5seR,51,276693,0.252,0.397,7,-7.619,0,0.0364,0.728,0.0404,0.116,0.0466,123.924,4.0,Folk
218319,Radiohead,All I Need,5Qv2Nby1xTr9pQyjkrc94J,72,228747,0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,4.0,Alternative
218363,Radiohead,2 + 2 = 5,4xkcGfpM9RwB4IiQ7yx2dB,61,199360,0.442,0.717,5,-5.498,0,0.0504,0.178,5.1e-05,0.344,0.386,149.582,4.0,Alternative
218446,The Smiths,The Boy with the Thorn in His Side - 2011 Remaster,6s1lXoCa6EmIGnr0GrwcJp,63,196627,0.514,0.87,7,-6.516,1,0.0419,0.208,4.1e-05,0.524,0.847,118.962,4.0,Dance
218505,The Smiths,The Queen Is Dead - 2011 Remaster,03ZwNF6FTvazNuOXNQf8k8,55,387147,0.513,0.898,4,-6.242,1,0.0524,0.00106,0.0212,0.791,0.61,140.452,4.0,Alternative
218527,Radiohead,Street Spirit (Fade Out),2QwObYJWyJTiozvs0RI7CF,68,253853,0.488,0.454,4,-11.544,0,0.0304,0.317,0.694,0.179,0.131,138.076,4.0,Alternative
218828,Radiohead,My Iron Lung,0jyikFM0Umv0KlnrOEKtTG,65,276427,0.242,0.859,0,-8.41,1,0.0663,0.0565,0.114,0.38,0.672,96.917,4.0,Alternative
218838,Radiohead,Planet Telex,37JISltgxizbDAyNEEqkTY,60,259200,0.429,0.881,9,-8.013,0,0.107,0.0213,0.688,0.607,0.258,148.963,3.0,Alternative
219015,Radiohead,Bones,76RAlQcfuQknnQFruYDj6Q,58,189000,0.336,0.705,2,-8.284,1,0.0519,0.00154,0.606,0.168,0.419,101.473,4.0,Rock
219016,Radiohead,Ful Stop,6nOsTV3cMjLh3k6Wpk468L,52,367349,0.425,0.662,0,-9.877,1,0.0502,0.352,0.941,0.619,0.178,151.182,3.0,Alternative
219025,Radiohead,Bodysnatchers,4pWIwnnqx8k01fuF95UMIg,64,242293,0.342,0.976,2,-4.986,1,0.0573,0.00443,0.0175,0.0974,0.733,166.663,4.0,Alternative
219026,Radiohead,Go To Sleep,42BeMThJuzIQe1oQvhDwgl,51,201507,0.288,0.86,2,-6.311,0,0.0393,0.103,0.000399,0.102,0.66,161.196,4.0,Alternative
219027,Radiohead,A Wolf At the Door,3OHevW2cUT176DXWV0lHg9,58,201333,0.423,0.675,7,-7.134,1,0.0303,0.265,4.21e-06,0.235,0.364,69.27,3.0,Country
219028,Radiohead,"There, There",5h4y42RUKwYKYWgutNwvKP,62,323600,0.614,0.677,9,-8.317,0,0.0323,0.0193,0.52,0.108,0.716,126.482,4.0,Electronic
219029,Radiohead,Sail To The Moon,7tFsUfrmyBvLdvIByreecz,57,258360,0.371,0.295,9,-10.952,0,0.0315,0.797,0.552,0.0977,0.0536,111.914,4.0,Folk
219030,Radiohead,Sulk,1elQc2QcyuBkI8FUIbNvcy,56,222960,0.105,0.635,7,-7.4,1,0.0455,0.00403,0.24,0.106,0.671,191.805,3.0,Rock
219031,Radiohead,House Of Cards,48X4D1FYOShPz2VF3YdfCF,66,328293,0.708,0.499,5,-9.644,1,0.0297,0.269,0.57,0.101,0.628,111.652,4.0,Alternative
219032,Radiohead,Reckoner,02ppMPbg1OtEdHgoPqoqju,66,290213,0.523,0.656,4,-7.441,0,0.0262,0.511,0.16,0.0679,0.214,104.271,4.0,Alternative
219033,Radiohead,Like Spinning Plates - 'Why Us?' Version,0GDeU5t1qHrcd191UOBAL1,40,304631,0.268,0.536,1,-12.418,1,0.0584,0.819,0.643,0.28,0.204,137.038,4.0,Soundtrack
219034,Radiohead,Videotape,4T1iiabe7G0UjWQJCY6NE2,61,279634,0.596,0.383,1,-11.194,0,0.0324,0.694,0.808,0.0889,0.0506,77.423,4.0,Alternative
219035,Radiohead,The Tourist,1UuaWKypSkIHxFZD03zw4m,59,326533,0.241,0.295,4,-8.57,1,0.0318,0.223,0.0319,0.11,0.0398,114.347,5.0,Alternative
219036,Radiohead,Lucky,14xj58ZexBaEaHARb11Cqs,62,258813,0.213,0.4,11,-9.813,0,0.0324,0.053,0.612,0.111,0.195,133.369,4.0,Alternative
219037,Radiohead,Climbing Up the Walls,2PDQReEXBViVwkrbQ34vd7,60,285200,0.243,0.656,11,-7.475,0,0.041,0.0979,0.141,0.195,0.221,77.712,4.0,Alternative
219038,Radiohead,Electioneering,0gTRROuntlrPQ64W3J2Etv,59,230627,0.201,0.888,9,-5.491,0,0.0707,0.00267,0.0981,0.291,0.329,78.977,4.0,Alternative
219039,Radiohead,Burn the Witch,3DpuYpzkvUWXbmzCm6pfzR,58,220609,0.54,0.847,11,-6.52,1,0.0297,0.303,0.272,0.109,0.62,148.936,4.0,Alternative
219040,Radiohead,Morning Bell,4h37RgtBg9iynN3BIL5lFU,52,275800,0.646,0.462,2,-12.124,1,0.0319,0.719,0.291,0.34,0.392,142.133,5.0,Folk
219041,Radiohead,Optimistic,1FoUsSi9BCTlNt2Vd7V8XA,58,315973,0.402,0.757,7,-9.931,0,0.0371,0.0496,0.846,0.305,0.573,157.96,4.0,Alternative
219042,Radiohead,Down Is The New Up,4Nckr2LBLkgNOdMadwNAxc,45,299283,0.532,0.845,4,-6.967,0,0.0433,0.128,0.289,0.119,0.124,104.808,4.0,Electronic
219046,The Smiths,Unloveable - 2011 Remaster,27r5xwtP8VRqdkeWfaEtQ9,49,236667,0.626,0.518,2,-7.634,1,0.0225,0.057,0.0378,0.0794,0.555,97.212,4.0,Alternative
219047,The Smiths,I Want the One I Can't Have - 2011 Remaster,4Bs7pbzxezGyNQO6DjqmC8,59,193800,0.35,0.957,4,-5.443,0,0.0634,0.012,5.07e-05,0.0872,0.64,189.078,4.0,Alternative
219115,Radiohead,True Love Waits,07XaOyTS5hyaWiUK1Bc3bR,63,283464,0.401,0.132,0,-15.569,1,0.0355,0.938,0.102,0.1,0.0381,136.142,4.0,Folk
219329,The Smashing Pumpkins,Obscured - Remastered,0SRwiDQBfokvXUe69UBXlq,47,321920,0.503,0.421,3,-14.513,1,0.0418,0.195,0.939,0.115,0.154,161.012,3.0,Soundtrack
219498,Radiohead,You And Whose Army?,7Hg6a7tZsVTkXnBUepjZU6,61,191000,0.295,0.15,1,-10.244,0,0.0325,0.794,0.205,0.103,0.131,137.504,4.0,Alternative
219688,Red Brick Lane,Touch the Rain,3GfhoIHnXnpJpdkcIlbYMW,55,221862,0.517,0.155,8,-19.259,1,0.0423,0.822,0.141,0.0947,0.0743,53.237,4.0,Folk
219753,The Smashing Pumpkins,Cupid De Locke - Remastered 2012,7zwwvrJAWGjfc9wFD3bVzZ,59,170280,0.4,0.677,8,-10.971,1,0.0336,0.000229,0.396,0.119,0.393,183.614,4.0,Rock
219761,Radiohead,Permanent Daylight,4EKxkcaHHu7uYJu6yWDnes,52,169253,0.403,0.708,2,-11.248,1,0.0343,0.0843,0.942,0.0821,0.0768,139.452,4.0,Soundtrack
220089,The Smashing Pumpkins,Take Me Down - Remastered 2012,1Wz7j1GXBGTdBbYKflMESo,37,174107,0.443,0.176,8,-18.46,1,0.0337,0.756,0.845,0.111,0.0717,65.907,4.0,Soundtrack
220208,Childish Gambino,What Kind of Love,7icHdqnBpCxst6WLS7G1ij,58,242973,0.395,0.153,2,-25.367,1,0.0346,0.717,0.00439,0.098,0.287,80.587,4.0,Folk
220229,The Smashing Pumpkins,My Blue Heaven,1aEiCQoYAqUSlCQSJGS8oC,32,203960,0.348,0.161,3,-16.221,1,0.0332,0.965,0.471,0.147,0.324,139.558,4.0,Classical
220235,Childish Gambino,Sober,6YuFv5d7iGeNnFMu6xphZl,71,252013,0.701,0.591,0,-6.646,1,0.0301,0.0979,2.53e-05,0.551,0.423,98.056,4.0,Dance
220799,Blood Orange,Champagne Coast,0AIpGG5dxEgnAymhdJRSZ0,62,292373,0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,4.0,Electronic
221109,The Smashing Pumpkins,One And Two,6kpqr2H18V3rjRAij5BzaZ,27,224973,0.541,0.366,11,-13.058,1,0.0263,0.061,0.0418,0.386,0.039,101.624,4.0,World
221139,The Smashing Pumpkins,Farewell And Goodnight - Remastered 2012,6BmkL9sza0bIKKO150spdU,34,264240,0.648,0.295,11,-15.026,1,0.0292,0.811,0.0164,0.0806,0.175,140.062,4.0,World
221144,Radiohead,Airbag,7c378mlmubSu7NGkLFa4sN,62,287880,0.305,0.872,2,-7.313,1,0.0503,0.00786,0.8,0.261,0.648,167.959,4.0,Alternative
221145,Radiohead,India Rubber,2zco38BnUzODIa6duYk8On,48,206320,0.59,0.655,9,-14.367,1,0.0577,0.0842,0.0161,0.214,0.526,137.58,4.0,Alternative
221146,Radiohead,Airbag - Remastered,4qOeFiO7BASXEiQ23BLrYy,41,283800,0.142,0.935,2,-5.709,1,0.062,0.00989,0.826,0.128,0.617,167.685,4.0,Electronic
221147,Radiohead,How I Made My Millions - Remastered,5uqLwDzYZ1rH5pnFkWMiM9,43,187117,0.251,0.243,2,-10.896,1,0.0307,0.989,0.845,0.126,0.246,177.431,4.0,Classical
221148,Radiohead,Pearly* - Remastered,1JjaPYOJEb5nvmVRGbpPz1,40,218598,0.322,0.853,4,-5.812,0,0.0473,5.04e-05,0.315,0.301,0.32,117.749,4.0,Alternative
221149,Radiohead,Polyethylene (Parts 1 & 2) - Remastered,17npanU0UU9JzglUnCoKdL,43,262467,0.22,0.499,2,-8.363,1,0.0355,0.000573,0.00112,0.171,0.209,148.969,4.0,Alternative
221150,Radiohead,Paperbag Writer,2VdQeSHJOxA1hk9PlOdWI9,34,238280,0.765,0.493,1,-9.496,1,0.0491,0.11,0.171,0.138,0.681,102.524,4.0,Reggae
221151,Radiohead,Banana Co,0CiGamY7diH7yvzHsPtHtO,43,141680,0.325,0.478,7,-9.373,1,0.0322,0.136,0.00412,0.0858,0.341,81.037,4.0,Folk
221152,Radiohead,Pyramid Song,55q3Ro66yXWi9rsEddeEN4,61,288733,0.12,0.336,11,-8.298,0,0.0352,0.786,0.404,0.111,0.0679,72.64,4.0,Folk
221153,Radiohead,Lurgee,30C1FoJzEhNUILsxghioGz,47,187867,0.42,0.548,0,-12.298,1,0.0268,0.000135,0.399,0.111,0.409,101.888,4.0,Folk
221154,Radiohead,Thinking About You,46tfxn5lP7Qsbz7NHsj9iu,59,161533,0.365,0.37,7,-14.134,1,0.0331,0.705,7.71e-06,0.0883,0.42,103.442,4.0,Folk
221155,Radiohead,Give Up The Ghost,05NZMYuLR71Z3qrZOUiUm2,48,290067,0.305,0.262,7,-12.278,1,0.0297,0.886,0.0781,0.19,0.157,77.061,4.0,Folk
221156,Radiohead,Knives Out,4wFGKH7rt83EGbfVnXEaPz,31,254867,0.432,0.675,2,-6.702,0,0.0337,0.091,0.287,0.159,0.184,137.262,4.0,Electronic
221157,Radiohead,Present Tense,7KHQtpLpoIV3Wfu22YQT8y,58,306581,0.462,0.407,1,-12.428,0,0.0345,0.912,0.399,0.11,0.336,91.915,4.0,Folk
221158,Radiohead,Up On The Ladder,5MjwOoU9YISfMujFrjEwxu,44,257170,0.459,0.617,5,-7.567,0,0.0285,0.00403,0.572,0.633,0.135,91.463,4.0,Electronic
221159,Radiohead,Go Slowly,6yiSyupeI7KYdBZKJdnIUO,50,228236,0.441,0.393,11,-8.556,0,0.0307,0.883,0.796,0.131,0.0446,108.213,4.0,Folk
221160,Radiohead,15 Step,4oXg7xT4ksBxHTx8PcmSXw,65,237293,0.598,0.854,1,-7.584,1,0.0422,0.0477,0.338,0.0934,0.844,94.458,4.0,Alternative
221161,Radiohead,Faust Arp,15irEKZ9D6FQqLoZ1qJ1Cx,61,129680,0.337,0.288,9,-13.477,0,0.0321,0.84,0.199,0.0964,0.225,105.036,4.0,Folk
221162,Radiohead,Where I End and You Begin,2dDqsUr11Mv0qhXByNfbJx,55,269293,0.298,0.713,8,-7.861,1,0.0352,0.0627,0.859,0.142,0.48,121.309,4.0,Electronic
221163,Radiohead,I Can't,13nQ70PnhDnTkYqCmdg3sy,48,253093,0.27,0.825,7,-10.256,1,0.0607,0.00985,0.308,0.118,0.273,106.147,4.0,Alternative
221164,Radiohead,Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,64,267693,0.312,0.595,0,-8.919,1,0.0298,0.0484,0.00139,0.103,0.337,150.502,3.0,Alternative
221165,Radiohead,Last Flowers,1mM2u5TRMdUKsIfZKEI6yJ,51,266478,0.555,0.307,0,-8.236,1,0.0295,0.92,0.000769,0.112,0.286,75.727,4.0,Folk
221166,Radiohead,Bullet Proof ... I Wish I Was,5XuU9htN358NTMCcqRvfDV,63,208733,0.45,0.359,7,-13.559,1,0.0289,0.776,0.676,0.0753,0.0776,80.915,4.0,Alternative
221167,Radiohead,You,5KZ0qobWEFl892YjIC02SE,61,208667,0.222,0.707,9,-12.012,1,0.0578,0.000945,0.00684,0.109,0.298,112.663,3.0,Rock
221168,Radiohead,Spectre,4Nwrh5BlZ8I31znYQULS7G,59,199334,0.252,0.451,11,-8.798,0,0.0278,0.557,0.866,0.108,0.104,97.652,3.0,Soundtrack
221169,Radiohead,Life In a Glasshouse,0qFTFL1V5nRMw4fmEodSYQ,38,276693,0.252,0.397,7,-7.619,0,0.0364,0.728,0.0404,0.116,0.0466,123.924,4.0,World
221319,The Smashing Pumpkins,Pennies - Remastered 2012,6Mc4bMZVQb13wayZbUPtuW,51,150080,0.65,0.736,9,-8.712,1,0.0257,0.0123,0.639,0.119,0.56,119.035,4.0,Electronic
