,artists,track_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre_Alternative,track_genre_Anime,track_genre_Blues,track_genre_Classical,track_genre_Country,track_genre_Dance,track_genre_Electronic,track_genre_Folk,track_genre_Hip-Hop,track_genre_Indie,track_genre_Jazz,track_genre_Opera,track_genre_Pop,track_genre_R&B,track_genre_Reggae,track_genre_Reggaeton,track_genre_Rock,track_genre_Soul,track_genre_Soundtrack,track_genre_World,mode_0,mode_1,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11
221107,Faye Webster,Come to Atlanta,1MenPeY2vhqhoKgCkUgFtc,0.613,0.589,-9.849,0.036,0.0758,0.722,0.112,0.543,172.148,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
