,artist,name,id,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,release_date
0,Laufey,While You Were Sleeping,753iehfOnYSmjVfjx20znR,58,177493,0.299,0.333,4,-10.896,1,0.0343,0.931,4.19e-05,0.291,0.395,156.164,3,Folk,2023-09-08
