,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_date,track_genre_Electronic,mode_1,key_5,track_genre_Rock,track_genre_Reggaeton,track_genre_Hip-Hop,track_genre_Alternative,track_genre_R&B,track_genre_Opera,track_genre_Soundtrack,track_genre_World,track_genre_Folk,track_genre_Reggae,track_genre_Classical,track_genre_Indie,track_genre_Anime,track_genre_Jazz,track_genre_Country,track_genre_Blues,track_genre_Pop,track_genre_Dance,track_genre_Soul,key_6,key_9,key_4,key_11,key_0,key_1,key_3,key_2,key_7,mode_0,key_8,key_10
0,39,260543,0.634,0.393,-11.188,0.0315,0.0201,0.694,0.108,0.225,132.005,4,2009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
